_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.351 ; 11.444 ; 197 ; 2019-168T03:08:59.102Z ; 1.000
-0.351 ; 11.711 ; 045 ; 2019-011T23:47:35.951Z ; 1.000
-0.351 ; 12.188 ; 210 ; 2019-181T12:24:56.890Z ; 1.000
-0.351 ; 14.919 ; 032 ; 2018-363T18:28:50.189Z ; 0.995
-0.350 ;  9.053 ; 208 ; 2019-179T07:53:14.507Z ; 1.000
-0.350 ;  9.146 ; 103 ; 2019-071T11:19:15.624Z ; 1.000
-0.350 ;  9.392 ; 206 ; 2019-177T06:55:38.487Z ; 1.000
-0.350 ;  9.687 ; 200 ; 2019-171T03:18:21.519Z ; 1.000
-0.350 ; 10.214 ; 190 ; 2019-160T21:18:33.683Z ; 1.000
-0.350 ; 11.236 ; 219 ; 2019-190T17:19:36.946Z ; 1.000
-0.350 ; 11.315 ; 192 ; 2019-162T23:44:53.145Z ; 1.000
-0.350 ; 11.781 ; 026 ; 2018-357T11:16:28.047Z ; 1.000
-0.350 ; 11.933 ; 202 ; 2019-173T06:55:17.345Z ; 1.000
-0.350 ; 12.379 ; 175 ; 2019-145T13:43:45.117Z ; 1.000
-0.350 ; 12.610 ; 211 ; 2019-182T13:30:12.299Z ; 1.000
-0.350 ; 14.454 ; 014 ; 2018-345T06:10:46.351Z ; 0.790
-0.350 ; 16.146 ; 029 ; 2018-360T17:45:06.765Z ; 1.000
-0.349 ;  8.998 ; 046 ; 2019-012T21:40:01.510Z ; 1.000
-0.349 ;  9.577 ; 219 ; 2019-190T15:37:21.614Z ; 1.000
-0.349 ;  9.868 ; 213 ; 2019-184T11:59:45.649Z ; 1.000
-0.349 ; 10.268 ; 144 ; 2019-113T15:18:06.496Z ; 1.000
-0.349 ; 10.343 ; 165 ; 2019-135T05:06:09.069Z ; 1.000
-0.349 ; 10.474 ; 191 ; 2019-161T22:13:48.416Z ; 1.000
-0.349 ; 10.523 ; 175 ; 2019-145T11:49:19.415Z ; 1.000
-0.349 ; 10.531 ; 125 ; 2019-094T03:08:51.506Z ; 1.000
-0.349 ; 10.846 ; 162 ; 2019-132T03:39:32.663Z ; 1.000
-0.349 ; 11.258 ; 215 ; 2019-186T14:43:56.449Z ; 1.000
-0.349 ; 11.547 ; 190 ; 2019-160T22:40:44.558Z ; 1.000
-0.349 ; 11.774 ; 182 ; 2019-152T17:40:56.835Z ; 1.000
-0.349 ; 11.949 ; 193 ; 2019-164T01:03:08.890Z ; 1.000
-0.349 ; 13.476 ; 088 ; 2019-056T05:55:53.005Z ; 1.000
-0.349 ; 13.591 ; 181 ; 2019-151T18:53:45.226Z ; 1.000
-0.349 ; 14.364 ; 016 ; 2018-347T07:16:46.491Z ; 1.000
-0.348 ;  9.240 ; 024 ; 2018-355T07:20:03.313Z ; 1.000
-0.348 ; 10.138 ; 191 ; 2019-161T21:53:05.146Z ; 1.000
-0.348 ; 10.187 ; 195 ; 2019-166T00:33:02.678Z ; 1.000
-0.348 ; 10.288 ; 178 ; 2019-148T13:32:30.855Z ; 1.000
-0.348 ; 11.193 ; 173 ; 2019-143T11:12:13.534Z ; 1.000
-0.348 ; 11.246 ; 161 ; 2019-131T03:24:57.767Z ; 1.000
-0.348 ; 11.497 ; 210 ; 2019-181T11:42:22.149Z ; 1.000
-0.348 ; 11.682 ; 206 ; 2019-177T09:16:47.373Z ; 1.000
-0.348 ; 12.185 ; 081 ; 2019-049T00:00:27.319Z ; 1.000
-0.348 ; 12.564 ; 205 ; 2019-176T09:31:54.098Z ; 1.000
-0.348 ; 12.818 ; 159 ; 2019-129T03:43:26.790Z ; 1.000
-0.348 ; 13.546 ; 190 ; 2019-161T00:43:55.184Z ; 1.000
-0.348 ; 13.685 ; 178 ; 2019-148T17:01:53.868Z ; 1.000
-0.348 ; 13.711 ; 021 ; 2018-352T09:56:06.364Z ; 1.000
-0.348 ; 13.940 ; 174 ; 2019-144T14:40:44.822Z ; 1.000
-0.348 ; 14.081 ; 172 ; 2019-142T13:31:01.667Z ; 1.000
-0.348 ; 14.122 ; 026 ; 2018-357T13:40:47.883Z ; 1.000
-0.348 ; 14.190 ; 179 ; 2019-149T18:12:12.046Z ; 1.000
-0.348 ; 14.533 ; 174 ; 2019-144T15:17:17.784Z ; 1.000
-0.347 ;  9.322 ; 173 ; 2019-143T09:16:56.593Z ; 1.000
-0.347 ;  9.561 ; 190 ; 2019-160T20:38:20.147Z ; 1.000
-0.347 ;  9.884 ; 039 ; 2019-005T17:56:46.740Z ; 1.000
-0.347 ; 10.096 ; 194 ; 2019-164T23:48:11.185Z ; 1.000
-0.347 ; 10.327 ; 219 ; 2019-190T16:23:35.739Z ; 1.000
-0.347 ; 10.333 ; 195 ; 2019-166T00:42:00.466Z ; 1.000
-0.347 ; 10.426 ; 201 ; 2019-172T04:43:11.118Z ; 1.000
-0.347 ; 10.579 ; 045 ; 2019-011T22:37:51.040Z ; 1.000
-0.347 ; 11.238 ; 172 ; 2019-142T10:35:48.878Z ; 1.000
-0.347 ; 11.294 ; 159 ; 2019-129T02:09:30.909Z ; 1.000
-0.347 ; 11.931 ; 048 ; 2019-015T02:00:11.282Z ; 0.997
-0.347 ; 12.037 ; 022 ; 2018-353T08:52:48.637Z ; 0.906
-0.347 ; 12.083 ; 038 ; 2019-004T19:32:37.035Z ; 1.000
-0.347 ; 12.370 ; 038 ; 2019-004T19:50:18.515Z ; 1.000
-0.347 ; 12.852 ; 033 ; 2018-364T17:01:10.733Z ; 1.000
-0.347 ; 13.145 ; 068 ; 2019-035T16:26:36.135Z ; 1.000
-0.347 ; 13.594 ; 044 ; 2019-011T01:04:00.703Z ; 1.000
-0.347 ; 13.636 ; 202 ; 2019-173T08:40:13.800Z ; 1.000
-0.346 ;  8.494 ; 039 ; 2019-005T16:31:03.823Z ; 1.000
-0.346 ;  9.824 ; 173 ; 2019-143T09:47:50.351Z ; 1.000
-0.346 ;  9.868 ; 137 ; 2019-106T10:18:51.817Z ; 1.000
-0.346 ;  9.933 ; 080 ; 2019-047T21:02:10.227Z ; 1.000
-0.346 ;  9.989 ; 166 ; 2019-136T05:23:34.498Z ; 1.000
-0.346 ; 10.220 ; 207 ; 2019-178T08:25:54.602Z ; 1.000
-0.346 ; 10.381 ; 210 ; 2019-181T10:33:36.448Z ; 1.000
-0.346 ; 11.112 ; 187 ; 2019-157T20:16:16.782Z ; 1.000
-0.346 ; 11.315 ; 143 ; 2019-112T15:43:23.155Z ; 1.000
-0.346 ; 11.471 ; 135 ; 2019-104T10:39:12.797Z ; 1.000
-0.346 ; 11.968 ; 216 ; 2019-187T16:06:56.042Z ; 1.000
-0.346 ; 12.246 ; 046 ; 2019-013T01:00:17.735Z ; 1.000
-0.346 ; 12.626 ; 153 ; 2019-122T23:36:22.809Z ; 1.000
-0.346 ; 12.789 ; 069 ; 2019-036T16:44:07.791Z ; 1.000
-0.346 ; 12.798 ; 014 ; 2018-345T04:28:41.469Z ; 0.790
-0.346 ; 13.336 ; 202 ; 2019-173T08:21:46.824Z ; 1.000
-0.346 ; 13.408 ; 072 ; 2019-039T19:20:44.654Z ; 1.000
-0.346 ; 13.685 ; 153 ; 2019-123T00:41:38.234Z ; 1.000
-0.345 ;  9.180 ; 174 ; 2019-144T09:47:22.212Z ; 1.000
-0.345 ;  9.612 ; 157 ; 2019-126T23:07:27.007Z ; 1.000
-0.345 ;  9.615 ; 183 ; 2019-153T16:07:05.497Z ; 1.000
-0.345 ; 10.188 ; 175 ; 2019-145T11:28:42.095Z ; 1.000
-0.345 ; 10.200 ; 192 ; 2019-162T22:36:10.151Z ; 1.000
-0.345 ; 10.319 ; 165 ; 2019-135T05:04:41.572Z ; 1.000
-0.345 ; 10.523 ; 202 ; 2019-173T05:28:24.169Z ; 1.000
-0.345 ; 10.616 ; 180 ; 2019-150T15:11:08.876Z ; 1.000
-0.345 ; 10.654 ; 195 ; 2019-166T01:01:47.940Z ; 1.000
-0.345 ; 11.179 ; 187 ; 2019-157T20:20:21.775Z ; 1.000
-0.345 ; 11.601 ; 045 ; 2019-011T23:40:51.459Z ; 1.000
-0.345 ; 12.042 ; 197 ; 2019-168T03:45:47.751Z ; 1.000
-0.345 ; 12.485 ; 199 ; 2019-170T05:31:34.356Z ; 1.000
-0.345 ; 13.087 ; 186 ; 2019-156T21:38:44.609Z ; 1.000
-0.345 ; 14.143 ; 090 ; 2019-058T07:55:41.880Z ; 1.000
-0.345 ; 14.154 ; 028 ; 2018-359T15:02:26.562Z ; 1.000
-0.345 ; 15.612 ; 065 ; 2019-032T17:00:08.580Z ; 1.000
-0.345 ; 15.926 ; 033 ; 2018-364T20:10:42.536Z ; 1.000
-0.344 ;  8.279 ; 021 ; 2018-352T04:21:10.804Z ; 1.000
-0.344 ;  9.127 ; 204 ; 2019-175T05:20:50.194Z ; 1.000
-0.344 ;  9.269 ; 208 ; 2019-179T08:06:31.683Z ; 1.000
-0.344 ;  9.483 ; 167 ; 2019-137T05:31:34.861Z ; 1.000
-0.344 ; 10.148 ; 210 ; 2019-181T10:19:14.570Z ; 1.000
-0.344 ; 10.194 ; 206 ; 2019-177T07:45:05.812Z ; 1.000
-0.344 ; 10.458 ; 196 ; 2019-167T01:28:57.596Z ; 1.000
-0.344 ; 10.569 ; 150 ; 2019-119T19:31:57.935Z ; 1.000
-0.344 ; 10.748 ; 211 ; 2019-182T11:35:27.279Z ; 1.000
-0.344 ; 11.200 ; 187 ; 2019-157T20:21:41.274Z ; 1.000
-0.344 ; 11.609 ; 160 ; 2019-130T03:08:08.780Z ; 1.000
-0.344 ; 11.670 ; 116 ; 2019-084T22:25:40.264Z ; 1.000
-0.344 ; 11.900 ; 162 ; 2019-132T04:44:31.073Z ; 1.000
-0.344 ; 12.111 ; 014 ; 2018-345T03:46:18.532Z ; 0.790
-0.344 ; 12.461 ; 046 ; 2019-013T01:13:32.718Z ; 1.000
-0.344 ; 13.090 ; 207 ; 2019-178T11:22:48.251Z ; 1.000
-0.344 ; 13.103 ; 116 ; 2019-084T23:54:01.167Z ; 1.000
-0.344 ; 13.327 ; 160 ; 2019-130T04:54:01.156Z ; 1.000
-0.344 ; 14.199 ; 175 ; 2019-145T15:35:53.665Z ; 1.000
-0.344 ; 14.293 ; 151 ; 2019-121T00:00:39.519Z ; 1.000
-0.344 ; 14.998 ; 024 ; 2018-355T13:15:07.808Z ; 1.000
-0.343 ;  8.586 ; 199 ; 2019-170T01:31:15.717Z ; 1.000
-0.343 ;  8.593 ; 172 ; 2019-142T07:52:45.901Z ; 1.000
-0.343 ;  9.030 ; 203 ; 2019-174T04:35:36.451Z ; 1.000
-0.343 ;  9.223 ; 029 ; 2018-360T10:38:11.766Z ; 1.000
-0.343 ;  9.234 ; 186 ; 2019-156T17:41:17.170Z ; 1.000
-0.343 ;  9.433 ; 167 ; 2019-137T05:28:29.365Z ; 1.000
-0.343 ;  9.636 ; 186 ; 2019-156T18:06:02.330Z ; 1.000
-0.343 ;  9.676 ; 193 ; 2019-163T22:43:02.762Z ; 1.000
-0.343 ;  9.956 ; 193 ; 2019-163T23:00:21.040Z ; 1.000
-0.343 ; 10.057 ; 173 ; 2019-143T10:02:12.731Z ; 1.000
-0.343 ; 10.536 ; 208 ; 2019-179T09:24:38.257Z ; 1.000
-0.343 ; 10.676 ; 210 ; 2019-181T10:51:45.623Z ; 1.000
-0.343 ; 10.699 ; 140 ; 2019-109T13:07:45.725Z ; 1.000
-0.343 ; 11.449 ; 196 ; 2019-167T02:30:01.414Z ; 1.000
-0.343 ; 11.984 ; 182 ; 2019-152T17:53:53.015Z ; 1.000
-0.343 ; 12.060 ; 197 ; 2019-168T03:46:57.349Z ; 1.000
-0.343 ; 12.096 ; 161 ; 2019-131T04:17:24.197Z ; 1.000
-0.343 ; 12.336 ; 157 ; 2019-127T01:55:20.266Z ; 1.000
-0.343 ; 12.418 ; 178 ; 2019-148T15:43:46.866Z ; 1.000
-0.343 ; 12.538 ; 174 ; 2019-144T13:14:19.323Z ; 1.000
-0.343 ; 12.637 ; 158 ; 2019-128T02:53:06.995Z ; 1.000
-0.343 ; 12.820 ; 098 ; 2019-066T11:49:02.678Z ; 1.000
-0.343 ; 12.872 ; 207 ; 2019-178T11:09:20.769Z ; 1.000
-0.343 ; 12.969 ; 163 ; 2019-133T06:29:37.038Z ; 1.000
-0.343 ; 13.444 ; 185 ; 2019-155T21:21:30.862Z ; 1.000
-0.343 ; 13.715 ; 197 ; 2019-168T05:28:57.716Z ; 1.000
-0.343 ; 13.822 ; 065 ; 2019-032T15:09:44.663Z ; 1.000
-0.343 ; 14.014 ; 217 ; 2019-188T19:00:40.443Z ; 0.543
-0.343 ; 14.706 ; 130 ; 2019-099T10:42:22.161Z ; 1.000
-0.343 ; 14.754 ; 176 ; 2019-146T16:49:20.353Z ; 1.000
-0.343 ; 14.760 ; 021 ; 2018-352T11:00:48.293Z ; 1.000
-0.343 ; 14.791 ; 033 ; 2018-364T19:00:45.602Z ; 1.000
-0.342 ;  8.973 ; 058 ; 2019-025T05:33:56.854Z ; 1.000
-0.342 ;  9.161 ; 190 ; 2019-160T20:13:39.784Z ; 1.000
-0.342 ;  9.803 ; 174 ; 2019-144T10:25:47.457Z ; 1.000
-0.342 ; 10.707 ; 174 ; 2019-144T11:21:30.579Z ; 1.000
-0.342 ; 10.720 ; 207 ; 2019-178T08:56:43.156Z ; 1.000
-0.342 ; 10.720 ; 203 ; 2019-174T06:19:46.003Z ; 1.000
-0.342 ; 11.401 ; 020 ; 2018-351T06:53:48.124Z ; 1.000
-0.342 ; 11.489 ; 044 ; 2019-010T22:54:14.864Z ; 1.000
-0.342 ; 11.502 ; 149 ; 2019-118T19:50:12.833Z ; 1.000
-0.342 ; 12.295 ; 188 ; 2019-158T22:08:23.252Z ; 1.000
-0.342 ; 12.490 ; 208 ; 2019-179T11:25:05.367Z ; 1.000
-0.342 ; 12.753 ; 207 ; 2019-178T11:02:01.079Z ; 1.000
-0.342 ; 13.469 ; 135 ; 2019-104T12:42:20.130Z ; 1.000
-0.342 ; 13.551 ; 148 ; 2019-117T21:17:18.356Z ; 1.000
-0.342 ; 14.016 ; 079 ; 2019-047T00:34:26.510Z ; 1.000
-0.342 ; 14.150 ; 188 ; 2019-159T00:02:43.794Z ; 1.000
-0.342 ; 14.257 ; 025 ; 2018-356T13:09:15.991Z ; 1.000
-0.342 ; 14.379 ; 023 ; 2018-354T11:57:02.790Z ; 1.000
-0.341 ;  9.132 ; 029 ; 2018-360T10:32:37.274Z ; 1.000
-0.341 ;  9.747 ; 029 ; 2018-360T11:10:33.222Z ; 1.000
-0.341 ; 10.084 ; 029 ; 2018-360T11:31:18.693Z ; 1.000
-0.341 ; 10.184 ; 178 ; 2019-148T13:26:03.964Z ; 1.000
-0.341 ; 10.395 ; 161 ; 2019-131T02:32:30.837Z ; 1.000
-0.341 ; 10.869 ; 212 ; 2019-183T12:22:12.453Z ; 1.000
-0.341 ; 11.035 ; 050 ; 2019-017T02:24:13.296Z ; 1.000
-0.341 ; 11.712 ; 214 ; 2019-185T14:32:38.763Z ; 1.000
-0.341 ; 12.033 ; 028 ; 2018-359T12:51:39.704Z ; 1.000
-0.341 ; 12.189 ; 016 ; 2018-347T05:02:40.638Z ; 1.000
-0.341 ; 12.274 ; 208 ; 2019-179T11:11:47.688Z ; 1.000
-0.341 ; 12.805 ; 185 ; 2019-155T20:42:10.509Z ; 1.000
-0.341 ; 13.226 ; 170 ; 2019-140T11:19:52.990Z ; 1.000
-0.341 ; 13.353 ; 204 ; 2019-175T09:41:16.848Z ; 1.000
-0.341 ; 13.963 ; 188 ; 2019-158T23:51:10.509Z ; 1.000
-0.341 ; 14.070 ; 184 ; 2019-154T21:20:54.797Z ; 1.000
-0.341 ; 14.234 ; 197 ; 2019-168T06:00:55.678Z ; 1.000
-0.341 ; 14.611 ; 193 ; 2019-164T03:47:13.404Z ; 1.000
-0.341 ; 15.212 ; 024 ; 2018-355T13:28:17.293Z ; 1.000
-0.340 ;  8.945 ; 197 ; 2019-168T00:34:55.123Z ; 1.000
-0.340 ;  9.303 ; 029 ; 2018-360T10:43:10.759Z ; 1.000
-0.340 ;  9.540 ; 172 ; 2019-142T08:51:07.221Z ; 1.000
-0.340 ;  9.657 ; 169 ; 2019-139T07:00:43.866Z ; 1.000
-0.340 ;  9.711 ; 219 ; 2019-190T15:45:39.100Z ; 1.000
-0.340 ;  9.743 ; 101 ; 2019-069T10:37:22.398Z ; 1.000
-0.340 ;  9.919 ; 142 ; 2019-111T13:38:09.841Z ; 1.000
-0.340 ;  9.984 ; 083 ; 2019-050T23:03:36.216Z ; 1.000
-0.340 ; 10.351 ; 205 ; 2019-176T07:15:29.690Z ; 1.000
-0.340 ; 10.393 ; 045 ; 2019-011T22:26:21.055Z ; 1.000
-0.340 ; 10.497 ; 206 ; 2019-177T08:03:43.483Z ; 1.000
-0.340 ; 10.671 ; 193 ; 2019-163T23:44:23.586Z ; 1.000
-0.340 ; 11.092 ; 044 ; 2019-010T22:29:44.896Z ; 1.000
-0.340 ; 11.441 ; 076 ; 2019-043T19:57:23.582Z ; 0.758
-0.340 ; 11.844 ; 191 ; 2019-161T23:38:15.691Z ; 1.000
-0.340 ; 12.164 ; 215 ; 2019-186T15:39:44.062Z ; 1.000
-0.340 ; 13.232 ; 178 ; 2019-148T16:33:56.202Z ; 1.000
-0.340 ; 13.344 ; 185 ; 2019-155T21:15:22.768Z ; 1.000
-0.340 ; 13.651 ; 014 ; 2018-345T05:21:18.402Z ; 0.790
-0.340 ; 14.531 ; 206 ; 2019-177T12:12:22.333Z ; 1.000
-0.340 ; 15.615 ; 014 ; 2018-345T07:22:24.784Z ; 0.790
-0.339 ;  8.716 ; 195 ; 2019-165T23:02:19.795Z ; 1.000
-0.339 ;  9.410 ; 190 ; 2019-160T20:28:59.761Z ; 1.000
-0.339 ;  9.680 ; 208 ; 2019-179T08:31:52.543Z ; 1.000
-0.339 ; 10.019 ; 173 ; 2019-143T09:59:51.834Z ; 1.000
-0.339 ; 10.115 ; 183 ; 2019-153T16:37:55.051Z ; 1.000
-0.339 ; 10.429 ; 173 ; 2019-143T10:25:09.200Z ; 1.000
-0.339 ; 10.441 ; 170 ; 2019-140T08:28:14.034Z ; 1.000
-0.339 ; 11.626 ; 169 ; 2019-139T09:02:04.905Z ; 1.000
-0.339 ; 11.926 ; 044 ; 2019-010T23:21:13.330Z ; 1.000
-0.339 ; 11.959 ; 152 ; 2019-121T22:16:03.080Z ; 1.000
-0.339 ; 12.052 ; 213 ; 2019-184T14:14:20.049Z ; 1.000
-0.339 ; 12.214 ; 201 ; 2019-172T06:33:20.258Z ; 1.000
-0.339 ; 12.221 ; 026 ; 2018-357T11:43:35.514Z ; 1.000
-0.339 ; 12.296 ; 096 ; 2019-064T09:58:05.469Z ; 1.000
-0.339 ; 12.316 ; 165 ; 2019-135T07:07:45.913Z ; 1.000
-0.339 ; 12.723 ; 046 ; 2019-013T01:29:40.696Z ; 1.000
-0.339 ; 13.289 ; 039 ; 2019-005T21:26:41.549Z ; 1.000
-0.339 ; 13.344 ; 160 ; 2019-130T04:55:03.155Z ; 1.000
-0.339 ; 13.434 ; 068 ; 2019-035T16:44:24.619Z ; 1.000
-0.339 ; 14.056 ; 086 ; 2019-054T05:12:47.743Z ; 1.000
-0.339 ; 14.822 ; 015 ; 2018-346T07:05:05.116Z ; 1.000
-0.339 ; 16.241 ; 033 ; 2018-364T20:30:10.019Z ; 1.000
-0.338 ;  8.323 ; 187 ; 2019-157T17:24:20.754Z ; 1.000
-0.338 ;  9.621 ; 083 ; 2019-050T22:41:14.747Z ; 1.000
-0.338 ;  9.675 ; 048 ; 2019-014T23:41:06.961Z ; 0.997
-0.338 ; 11.137 ; 196 ; 2019-167T02:10:49.340Z ; 1.000
-0.338 ; 11.422 ; 218 ; 2019-189T16:51:50.499Z ; 1.000
-0.338 ; 11.509 ; 186 ; 2019-156T20:01:28.651Z ; 1.000
-0.338 ; 11.822 ; 183 ; 2019-153T18:23:09.895Z ; 1.000
-0.338 ; 12.051 ; 218 ; 2019-189T17:30:33.439Z ; 1.000
-0.338 ; 12.984 ; 216 ; 2019-187T17:09:34.948Z ; 1.000
-0.338 ; 13.269 ; 043 ; 2019-010T00:04:17.796Z ; 1.000
-0.338 ; 13.352 ; 207 ; 2019-178T11:38:58.230Z ; 1.000
-0.338 ; 13.541 ; 102 ; 2019-070T15:10:47.907Z ; 1.000
-0.338 ; 14.137 ; 045 ; 2019-012T02:17:11.782Z ; 1.000
-0.338 ; 15.773 ; 208 ; 2019-179T14:47:26.995Z ; 1.000
-0.337 ;  8.830 ; 015 ; 2018-346T00:55:36.592Z ; 1.000
-0.337 ;  9.897 ; 182 ; 2019-152T15:45:15.614Z ; 1.000
-0.337 ; 10.141 ; 051 ; 2019-018T02:08:46.318Z ; 1.000
-0.337 ; 10.664 ; 178 ; 2019-148T13:55:39.721Z ; 1.000
-0.337 ; 10.862 ; 201 ; 2019-172T05:10:01.980Z ; 1.000
-0.337 ; 11.020 ; 195 ; 2019-166T01:24:23.411Z ; 1.000
-0.337 ; 11.148 ; 029 ; 2018-360T12:36:56.104Z ; 1.000
-0.337 ; 11.822 ; 176 ; 2019-146T13:48:39.361Z ; 1.000
-0.337 ; 11.955 ; 191 ; 2019-161T23:45:05.681Z ; 1.000
-0.337 ; 12.011 ; 131 ; 2019-100T08:35:30.088Z ; 1.000
-0.337 ; 12.144 ; 170 ; 2019-140T10:13:14.677Z ; 1.000
-0.337 ; 12.204 ; 026 ; 2018-357T11:42:30.514Z ; 1.000
-0.337 ; 13.065 ; 024 ; 2018-355T11:15:54.963Z ; 1.000
-0.337 ; 13.266 ; 173 ; 2019-143T13:19:59.674Z ; 1.000
-0.337 ; 13.793 ; 177 ; 2019-147T16:29:19.840Z ; 1.000
-0.337 ; 14.367 ; 218 ; 2019-189T19:53:22.335Z ; 1.000
-0.337 ; 14.945 ; 205 ; 2019-176T11:58:40.014Z ; 1.000
